Orthogroup	Duplications (all)	Duplications (50% support)
OG0002786	6	6
OG0002787	4	4
OG0002788	4	4
OG0002789	4	4
OG0002790	3	2
OG0002791	5	5
OG0002792	4	4
OG0002793	4	4
OG0002794	2	1
OG0002795	4	4
OG0002796	4	4
OG0002797	5	5
OG0002798	4	4
OG0002799	4	4
OG0002800	4	4
OG0002801	5	5
OG0002802	4	4
OG0002803	4	4
OG0002804	4	4
OG0002805	4	4
OG0002806	4	4
OG0002807	2	1
OG0002808	4	4
OG0002809	3	3
OG0002810	4	4
OG0002811	4	4
OG0002812	2	2
OG0002813	4	4
OG0002814	4	4
OG0002815	4	4
OG0002816	4	4
OG0002817	4	4
OG0002818	4	4
OG0002819	4	4
OG0002820	4	4
OG0002821	4	4
OG0002822	4	4
OG0002823	4	4
OG0002824	5	5
OG0002825	5	5
OG0002826	5	5
OG0002827	4	4
OG0002828	3	2
OG0002829	4	4
OG0002830	4	4
OG0002831	4	4
OG0002832	4	4
OG0002833	4	4
OG0002834	4	4
OG0002835	4	4
OG0002836	4	4
OG0002837	4	4
OG0002838	4	4
OG0002839	4	4
OG0002840	4	4
OG0002841	5	5
OG0002842	4	4
OG0002843	4	4
OG0002844	4	4
OG0002845	4	4
OG0002846	4	4
OG0002847	4	3
OG0002848	4	4
OG0002849	4	4
OG0002850	7	7
OG0002851	4	4
OG0002852	4	4
OG0002853	2	2
OG0002854	4	4
OG0002855	3	3
OG0002856	4	4
OG0002857	4	4
OG0002858	6	6
OG0002859	4	3
OG0002860	5	4
OG0002861	4	3
OG0002862	5	5
OG0002863	3	3
OG0002864	6	6
OG0002865	4	4
OG0002866	4	4
OG0002867	5	5
OG0002868	4	4
OG0002869	4	4
OG0002870	4	4
OG0002871	4	4
OG0002872	4	4
OG0002873	4	2
OG0002874	2	2
OG0002875	3	2
OG0002876	4	4
OG0002877	4	4
OG0002878	4	4
OG0002879	5	5
OG0002880	4	4
OG0002881	4	4
OG0002882	3	2
OG0002883	4	4
OG0002884	4	4
OG0002885	5	5
OG0002886	8	8
OG0002887	4	4
OG0002888	4	4
OG0002889	4	4
OG0002890	4	4
OG0002891	7	7
OG0002892	4	4
OG0002893	4	3
OG0002894	4	4
OG0002895	4	4
OG0002896	4	4
OG0002897	5	5
OG0002898	6	6
OG0002899	4	4
OG0002900	4	4
OG0002901	5	5
OG0002902	4	4
OG0002903	4	4
OG0002904	4	3
OG0002905	4	4
OG0002906	4	4
OG0002907	4	4
OG0002908	5	5
OG0002909	5	5
OG0002910	4	4
OG0002911	4	4
OG0002912	5	5
OG0002913	5	5
OG0002914	4	4
OG0002915	4	4
OG0002916	4	4
OG0002917	7	7
OG0002918	5	5
OG0002919	2	1
OG0002920	9	9
OG0002921	5	5
OG0002922	4	4
OG0002923	4	4
OG0002924	5	5
OG0002925	4	4
OG0002926	4	4
OG0002927	4	4
OG0002928	5	5
OG0002929	3	3
OG0002930	4	4
OG0002931	3	3
OG0002932	4	4
OG0002933	4	4
OG0002934	4	4
OG0002935	4	4
OG0002936	5	5
OG0002937	7	7
OG0002938	4	4
OG0002939	9	9
OG0002940	10	10
OG0002941	8	8
OG0002942	4	2
OG0002943	8	8
OG0002944	3	3
OG0002945	7	7
OG0002946	5	5
OG0002947	5	4
OG0002948	4	4
OG0002949	8	8
OG0002950	10	10
OG0002951	4	4
OG0002952	6	6
OG0002953	5	5
OG0002954	10	10
OG0002955	6	6
OG0002956	5	5
OG0002957	5	5
OG0002958	5	5
OG0002959	4	4
OG0002960	5	5
OG0002961	3	3
OG0002962	4	3
OG0002963	5	5
OG0002964	10	10
OG0002965	8	8
OG0002966	5	5
OG0002967	5	5
OG0002968	5	5
OG0002969	4	4
OG0002970	10	10
OG0002971	5	5
OG0002972	5	5
OG0002973	7	7
OG0002974	9	9
OG0002975	5	5
OG0002976	7	7
OG0002977	5	5
OG0002978	7	7
OG0002979	8	8
OG0002980	4	4
OG0002981	5	5
OG0002982	5	5
OG0002983	5	5
OG0002984	7	7
OG0002985	5	5
OG0002986	5	5
OG0002987	6	6
OG0002988	5	5
OG0002989	8	8
OG0002990	8	8
OG0002991	7	7
OG0002992	5	5
OG0002993	5	5
OG0002994	8	8
OG0002995	5	5
OG0002996	6	5
OG0002997	8	8
OG0002998	10	10
OG0002999	10	10
OG0003000	10	10
OG0003001	10	10
OG0003002	9	9
OG0003003	10	10
OG0003004	9	9
OG0003005	8	8
OG0003006	10	10
OG0003007	10	10
OG0003008	10	10
OG0003009	10	10
OG0003010	10	10
OG0003011	10	10
OG0003012	9	9
OG0003013	10	10
OG0003014	9	9
OG0003015	10	10
OG0003016	10	10
OG0003017	10	10
OG0003018	9	9
OG0003019	8	8
OG0003020	10	10
OG0003021	10	10
OG0003022	9	9
OG0003023	10	10
OG0003024	10	10
OG0003025	10	10
OG0003026	9	9
OG0003027	10	10
OG0003028	10	10
OG0003029	10	10
OG0003030	10	10
OG0003031	10	10
OG0003032	10	10
OG0003033	10	10
OG0003034	10	10
OG0003035	10	10
OG0003036	3	3
OG0003037	3	3
OG0003038	3	3
OG0003039	4	3
OG0003040	3	3
OG0003041	3	3
OG0003042	3	3
OG0003043	3	3
OG0003044	3	3
OG0003045	3	3
OG0003046	2	1
OG0003047	3	3
OG0003048	3	3
OG0003049	3	3
OG0003050	3	3
OG0003051	1	1
OG0003052	3	3
OG0003053	3	3
OG0003054	4	4
OG0003055	3	3
OG0003056	2	1
OG0003057	3	3
OG0003058	4	4
OG0003059	3	3
OG0003060	3	3
OG0003061	3	3
OG0003062	3	3
OG0003063	3	3
OG0003064	3	3
OG0003065	3	3
OG0003066	3	3
OG0003067	3	3
OG0003068	3	3
OG0003069	3	3
OG0003070	3	3
OG0003071	2	2
OG0003072	3	3
OG0003073	3	3
OG0003074	3	3
OG0003075	4	4
OG0003076	3	3
OG0003077	4	4
OG0003078	3	3
OG0003079	3	3
OG0003080	3	3
OG0003081	3	3
OG0003082	3	3
OG0003083	3	3
OG0003084	3	3
OG0003085	2	2
OG0003086	3	3
OG0003087	3	3
OG0003088	3	3
OG0003089	2	2
OG0003090	3	3
OG0003091	3	2
OG0003092	3	3
OG0003093	3	3
OG0003094	3	3
OG0003095	3	3
OG0003096	4	4
OG0003097	3	3
OG0003098	3	2
OG0003099	4	4
OG0003100	3	3
OG0003101	7	7
OG0003102	3	3
OG0003103	3	3
OG0003104	3	3
OG0003105	3	3
OG0003106	3	3
OG0003107	3	3
OG0003108	3	3
OG0003109	3	3
OG0003110	3	3
OG0003111	3	3
OG0003112	4	4
OG0003113	3	2
OG0003114	2	2
OG0003115	3	3
OG0003116	7	7
OG0003117	2	1
OG0003118	3	3
OG0003119	3	3
OG0003120	3	3
OG0003121	5	5
OG0003122	3	3
OG0003123	2	2
OG0003124	3	3
OG0003125	3	3
OG0003126	3	3
OG0003127	3	3
OG0003128	1	1
OG0003129	3	3
OG0003130	8	8
OG0003131	2	2
OG0003132	3	3
OG0003133	1	1
OG0003134	7	7
OG0003135	2	2
OG0003136	3	3
OG0003137	1	1
OG0003138	2	1
OG0003139	8	8
OG0003140	3	3
OG0003141	3	3
OG0003142	6	6
OG0003143	2	1
OG0003144	2	2
OG0003145	3	3
OG0003146	2	1
OG0003147	3	3
OG0003148	3	3
OG0003149	4	4
OG0003150	3	3
OG0003151	3	3
OG0003152	3	3
OG0003153	4	4
OG0003154	4	4
OG0003155	3	3
OG0003156	3	3
OG0003157	4	4
OG0003158	3	3
OG0003159	3	3
OG0003160	3	3
OG0003161	6	6
OG0003162	4	4
OG0003163	3	3
OG0003164	3	3
OG0003165	3	3
OG0003166	4	4
OG0003167	2	1
OG0003168	3	3
OG0003169	1	1
OG0003170	2	1
OG0003171	3	3
OG0003172	3	3
OG0003173	2	1
OG0003174	3	3
OG0003175	2	1
OG0003176	3	3
OG0003177	3	3
OG0003178	3	3
OG0003179	3	3
OG0003180	2	1
OG0003181	1	1
OG0003182	2	2
OG0003183	3	3
OG0003184	3	3
OG0003185	4	4
OG0003186	3	3
OG0003187	3	3
OG0003188	3	3
OG0003189	4	4
OG0003190	7	7
OG0003191	3	3
OG0003192	4	3
OG0003193	3	3
OG0003194	2	1
OG0003195	3	3
OG0003196	3	3
OG0003197	3	3
OG0003198	3	2
OG0003199	3	3
OG0003200	3	3
OG0003201	3	3
OG0003202	3	3
OG0003203	3	3
OG0003204	2	2
OG0003205	2	2
OG0003206	3	3
OG0003207	2	1
OG0003208	3	3
OG0003209	3	3
OG0003210	4	4
OG0003211	3	3
OG0003212	1	1
OG0003213	3	3
OG0003214	4	4
OG0003215	3	3
OG0003216	3	3
OG0003217	3	3
OG0003218	4	4
OG0003219	3	3
OG0003220	3	3
OG0003221	3	3
OG0003222	3	3
OG0003223	3	3
OG0003224	3	3
OG0003225	3	3
OG0003226	3	3
OG0003227	3	3
OG0003228	4	4
OG0003229	3	3
OG0003230	3	3
OG0003231	3	3
OG0003232	5	5
OG0003233	3	3
OG0003234	3	3
OG0003235	3	3
OG0003236	3	3
OG0003237	3	3
OG0003238	3	3
OG0003239	3	3
OG0003240	3	3
OG0003241	3	3
OG0003242	3	3
OG0003243	4	4
OG0003244	2	2
OG0003245	4	4
OG0003246	3	3
OG0003247	3	3
OG0003248	3	3
OG0003249	3	3
OG0003250	3	3
OG0003251	3	3
OG0003252	3	3
OG0003253	4	4
OG0003254	3	2
OG0003255	3	3
OG0003256	2	2
OG0003257	2	2
OG0003258	8	8
OG0003259	7	7
OG0003260	3	3
OG0003261	1	1
OG0003262	3	3
OG0003263	3	3
OG0003264	3	3
OG0003265	4	4
OG0003266	3	3
OG0003267	4	4
OG0003268	4	4
OG0003269	5	5
OG0003270	1	1
OG0003271	3	3
OG0003272	3	3
OG0003273	4	4
OG0003274	3	3
OG0003275	2	1
OG0003276	2	2
OG0003277	3	3
OG0003278	3	3
OG0003279	3	3
OG0003280	2	2
OG0003281	3	2
OG0003282	5	5
OG0003283	3	3
OG0003284	3	3
OG0003285	3	3
OG0003286	2	1
OG0003287	3	3
OG0003288	5	5
OG0003289	3	3
OG0003290	3	3
OG0003291	3	3
OG0003292	3	3
OG0003293	3	3
OG0003294	4	4
OG0003295	3	3
OG0003296	3	3
OG0003297	3	3
OG0003298	5	5
OG0003299	3	3
OG0003300	3	3
OG0003301	2	2
OG0003302	3	3
OG0003303	2	2
OG0003304	3	3
OG0003305	3	3
OG0003306	3	3
OG0003307	1	1
OG0003308	3	3
OG0003309	4	4
OG0003310	3	3
OG0003311	3	3
OG0003312	3	3
OG0003313	5	5
OG0003314	6	6
OG0003315	3	3
OG0003316	4	4
OG0003317	7	7
OG0003318	3	3
OG0003319	3	3
OG0003320	3	3
OG0003321	4	4
OG0003322	3	3
OG0003323	4	4
OG0003324	5	5
OG0003325	3	3
OG0003326	5	5
OG0003327	3	3
OG0003328	3	3
OG0003329	3	3
OG0003330	3	3
OG0003331	2	2
OG0003332	3	3
OG0003333	4	4
OG0003334	3	3
OG0003335	4	4
OG0003336	3	3
OG0003337	4	4
OG0003338	3	3
OG0003339	3	3
OG0003340	3	3
OG0003341	3	3
OG0003342	5	5
OG0003343	3	3
OG0003344	3	3
OG0003345	3	3
OG0003346	8	8
OG0003347	3	3
OG0003348	3	3
OG0003349	3	2
OG0003350	3	3
OG0003351	4	4
OG0003352	4	4
OG0003353	3	3
OG0003354	4	4
OG0003355	3	3
OG0003356	2	2
OG0003357	3	3
OG0003358	3	3
OG0003359	3	3
OG0003360	3	3
OG0003361	4	4
OG0003362	4	4
OG0003363	3	3
OG0003364	3	3
OG0003365	3	3
OG0003366	3	3
OG0003367	3	3
OG0003368	3	3
OG0003369	4	4
OG0003370	3	3
OG0003371	3	3
OG0003372	7	7
OG0003373	3	3
OG0003374	4	4
OG0003375	8	8
OG0003376	3	3
OG0003377	3	3
OG0003378	3	3
OG0003379	3	3
OG0003380	3	3
OG0003381	4	4
OG0003382	3	3
OG0003383	3	3
OG0003384	2	1
OG0003385	1	1
OG0003386	4	4
OG0003387	3	3
OG0003388	3	3
OG0003389	2	2
OG0003390	3	3
OG0003391	3	3
OG0003392	3	3
OG0003393	4	4
OG0003394	4	4
OG0003395	3	3
OG0003396	3	3
OG0003397	3	3
OG0003398	3	3
OG0003399	5	5
OG0003400	3	3
OG0003401	8	8
OG0003402	3	3
OG0003403	3	3
OG0003404	3	3
OG0003405	3	3
OG0003406	3	3
OG0003407	3	3
OG0003408	3	3
OG0003409	3	3
OG0003410	3	3
OG0003411	3	3
OG0003412	3	3
OG0003413	3	3
OG0003414	3	3
OG0003415	3	3
OG0003416	4	4
OG0003417	3	3
OG0003418	3	3
OG0003419	3	3
OG0003420	3	3
OG0003421	3	3
OG0003422	3	3
OG0003423	3	3
OG0003424	3	3
OG0003425	3	3
OG0003426	3	3
OG0003427	3	3
OG0003428	4	4
OG0003429	4	4
OG0003430	4	4
OG0003431	3	3
OG0003432	3	3
OG0003433	3	3
OG0003434	3	3
OG0003435	3	3
OG0003436	3	3
OG0003437	3	3
OG0003438	3	3
OG0003439	3	3
OG0003440	3	3
OG0003441	3	3
OG0003442	3	3
OG0003443	3	3
OG0003444	4	4
OG0003445	4	4
OG0003446	5	5
OG0003447	6	6
OG0003448	3	3
OG0003449	3	3
OG0003450	4	4
OG0003451	3	3
OG0003452	3	3
OG0003453	3	3
OG0003454	3	3
OG0003455	3	3
OG0003456	3	3
OG0003457	3	3
OG0003458	3	3
OG0003459	3	3
OG0003460	3	3
OG0003461	4	4
OG0003462	4	4
OG0003463	3	3
OG0003464	3	3
OG0003465	3	3
OG0003466	3	3
OG0003467	5	5
OG0003468	3	3
OG0003469	4	4
OG0003470	3	3
OG0003471	3	2
OG0003472	6	6
OG0003473	4	4
OG0003474	1	1
OG0003475	3	3
OG0003476	3	3
OG0003477	2	1
OG0003478	3	3
OG0003479	3	3
OG0003480	3	3
OG0003481	3	3
OG0003482	3	3
OG0003483	3	3
OG0003484	4	4
OG0003485	3	3
OG0003486	1	1
OG0003487	3	3
OG0003488	3	3
OG0003489	4	4
OG0003490	3	2
OG0003491	2	1
OG0003492	3	3
OG0003493	3	3
OG0003494	4	4
OG0003495	3	3
OG0003496	3	3
OG0003497	2	2
OG0003498	3	3
OG0003499	3	3
OG0003500	3	3
OG0003501	3	3
OG0003502	4	4
OG0003503	3	3
OG0003504	1	1
OG0003505	3	3
OG0003506	4	4
OG0003507	3	3
OG0003508	3	3
OG0003509	3	3
OG0003510	4	4
OG0003511	4	4
OG0003512	3	3
OG0003513	4	3
OG0003514	2	2
OG0003515	3	3
OG0003516	3	3
OG0003517	3	3
OG0003518	3	3
OG0003519	3	3
OG0003520	3	3
OG0003521	3	3
OG0003522	8	8
OG0003523	3	3
OG0003524	4	4
OG0003525	6	6
OG0003526	3	3
OG0003527	3	3
OG0003528	3	3
OG0003529	4	4
OG0003530	3	3
OG0003531	3	3
OG0003532	3	3
OG0003533	3	3
OG0003534	3	3
OG0003535	3	3
OG0003536	3	3
OG0003537	3	3
OG0003538	4	4
OG0003539	3	3
OG0003540	3	3
OG0003541	4	4
OG0003542	1	0
OG0003543	6	6
OG0003544	3	3
OG0003545	3	3
OG0003546	3	3
OG0003547	3	3
OG0003548	3	3
OG0003549	3	3
OG0003550	4	4
OG0003551	2	2
OG0003552	3	3
OG0003553	3	3
OG0003554	4	4
OG0003555	3	3
OG0003556	3	3
OG0003557	2	2
OG0003558	3	3
OG0003559	1	1
OG0003560	3	3
OG0003561	3	3
OG0003562	3	3
OG0003563	3	3
OG0003564	9	9
OG0003565	5	5
OG0003566	9	9
OG0003567	3	3
OG0003568	9	9
OG0003569	8	8
OG0003570	3	2
OG0003571	4	4
OG0003572	9	9
OG0003573	7	7
OG0003574	4	4
OG0003575	2	2
OG0003576	8	8
OG0003577	4	4
OG0003578	3	3
OG0003579	4	4
OG0003580	2	2
OG0003581	8	8
OG0003582	8	8
OG0003583	3	2
OG0003584	4	2
OG0003585	5	5
OG0003586	7	7
OG0003587	2	2
OG0003588	8	8
OG0003589	7	7
OG0003590	3	2
OG0003591	7	7
OG0003592	4	4
OG0003593	4	4
OG0003594	6	6
OG0003595	7	7
OG0003596	5	5
OG0003597	6	6
OG0003598	9	9
OG0003599	3	3
OG0003600	3	2
OG0003601	5	5
OG0003602	3	3
OG0003603	4	4
OG0003604	4	4
OG0003605	2	2
OG0003606	4	4
OG0003607	4	4
OG0003608	6	6
OG0003609	4	4
OG0003610	4	4
OG0003611	4	4
OG0003612	4	4
OG0003613	4	4
OG0003614	4	4
OG0003615	5	5
OG0003616	4	4
OG0003617	9	9
OG0003618	6	6
OG0003619	4	4
OG0003620	5	5
OG0003621	4	4
OG0003622	4	4
OG0003623	7	7
OG0003624	5	5
OG0003625	4	4
OG0003626	1	1
OG0003627	6	6
OG0003628	4	4
OG0003629	8	8
OG0003630	4	4
OG0003631	4	4
OG0003632	4	4
OG0003633	5	5
OG0003634	4	4
OG0003635	5	5
OG0003636	4	4
OG0003637	5	5
OG0003638	4	4
OG0003639	5	5
OG0003640	5	4
OG0003641	6	6
OG0003642	9	9
OG0003643	8	8
OG0003644	6	6
OG0003645	3	3
OG0003646	8	8
OG0003647	6	6
OG0003648	4	3
OG0003649	8	8
OG0003650	5	5
OG0003651	5	5
OG0003652	4	4
OG0003653	5	5
OG0003654	4	4
OG0003655	7	6
OG0003656	8	8
OG0003657	7	6
OG0003658	9	9
OG0003659	6	5
OG0003660	9	9
OG0003661	9	9
OG0003662	9	9
OG0003663	8	8
OG0003664	7	7
OG0003665	9	9
OG0003666	9	9
OG0003667	9	9
OG0003668	9	9
OG0003669	9	9
OG0003670	9	9
OG0003671	8	8
OG0003672	9	9
OG0003673	9	9
OG0003674	8	8
OG0003675	9	9
OG0003676	9	9
OG0003677	9	9
OG0003678	9	9
OG0003679	9	9
OG0003680	8	8
OG0003681	9	9
OG0003682	9	9
OG0003683	9	9
OG0003684	9	9
OG0003685	9	9
OG0003686	9	9
OG0003687	9	9
OG0003688	9	9
OG0003689	9	9
OG0003690	9	9
OG0003691	9	9
OG0003692	2	2
OG0003693	2	2
OG0003694	2	2
OG0003695	2	2
OG0003696	2	2
OG0003697	2	2
OG0003698	2	2
OG0003699	2	2
OG0003700	2	2
OG0003701	2	2
OG0003702	2	2
OG0003703	2	2
OG0003704	2	1
OG0003705	2	2
OG0003706	2	2
OG0003707	2	2
OG0003708	2	2
OG0003709	2	2
OG0003710	2	2
OG0003711	2	2
OG0003712	2	2
OG0003713	2	2
OG0003714	2	2
OG0003715	2	2
OG0003716	1	1
OG0003717	3	3
OG0003718	2	2
OG0003719	3	3
OG0003720	2	2
OG0003721	2	2
OG0003722	2	2
OG0003723	2	2
OG0003724	1	1
OG0003725	2	2
OG0003726	3	3
OG0003727	2	2
OG0003728	2	2
OG0003729	2	2
OG0003730	3	2
OG0003731	2	2
OG0003732	2	2
OG0003733	2	2
OG0003734	2	2
OG0003735	2	1
OG0003736	2	2
OG0003737	7	7
OG0003738	2	2
OG0003739	2	2
OG0003740	2	2
OG0003741	3	3
OG0003742	5	5
OG0003743	2	2
OG0003744	2	2
OG0003745	3	3
OG0003746	2	2
OG0003747	2	2
OG0003748	2	2
OG0003749	2	2
OG0003750	2	2
OG0003751	2	2
OG0003752	2	2
OG0003753	3	3
OG0003754	2	2
OG0003755	2	2
OG0003756	2	2
OG0003757	2	2
OG0003758	2	2
OG0003759	2	2
OG0003760	2	2
OG0003761	2	2
OG0003762	2	2
OG0003763	2	2
OG0003764	2	2
OG0003765	2	2
OG0003766	2	2
OG0003767	2	2
OG0003768	3	3
OG0003769	5	5
OG0003770	1	1
OG0003771	7	7
OG0003772	2	1
OG0003773	3	3
OG0003774	3	3
OG0003775	2	2
OG0003776	5	5
OG0003777	4	4
OG0003778	2	2
OG0003779	2	2
OG0003780	2	2
OG0003781	7	7
OG0003782	3	3
OG0003783	2	2
OG0003784	1	0
OG0003785	4	4
OG0003786	2	2
OG0003787	2	2
OG0003788	5	5
OG0003789	2	2
OG0003790	2	2
OG0003791	2	2
OG0003792	2	2
OG0003793	3	3
OG0003794	3	3
OG0003795	4	3
OG0003796	2	2
OG0003797	2	2
OG0003798	2	2
OG0003799	2	2
OG0003800	2	2
OG0003801	2	2
OG0003802	2	2
OG0003803	2	2
OG0003804	2	2
OG0003805	2	2
OG0003806	2	2
OG0003807	2	2
OG0003808	2	2
OG0003809	2	2
OG0003810	2	2
OG0003811	2	2
OG0003812	2	2
OG0003813	2	2
OG0003814	3	3
OG0003815	1	0
OG0003816	3	3
OG0003817	3	3
OG0003818	2	2
OG0003819	2	2
OG0003820	2	2
OG0003821	2	2
OG0003822	2	2
OG0003823	2	2
OG0003824	2	2
OG0003825	2	2
OG0003826	1	1
OG0003827	2	2
OG0003828	2	2
OG0003829	2	2
OG0003830	2	2
OG0003831	3	3
OG0003832	2	2
OG0003833	2	2
OG0003834	2	2
OG0003835	2	2
OG0003836	2	2
OG0003837	2	1
OG0003838	2	2
OG0003839	2	2
OG0003840	2	2
OG0003841	2	2
OG0003842	2	2
OG0003843	2	2
OG0003844	2	2
OG0003845	2	2
OG0003846	3	3
OG0003847	4	4
OG0003848	2	2
OG0003849	5	5
OG0003850	2	2
OG0003851	2	1
OG0003852	2	2
OG0003853	2	2
OG0003854	2	2
OG0003855	2	2
OG0003856	2	2
OG0003857	2	2
OG0003858	3	3
OG0003859	6	6
OG0003860	2	2
OG0003861	4	4
OG0003862	3	3
OG0003863	2	2
OG0003864	2	2
OG0003865	2	2
OG0003866	2	2
OG0003867	2	2
OG0003868	2	2
OG0003869	2	2
OG0003870	2	2
OG0003871	2	2
OG0003872	6	6
OG0003873	2	2
OG0003874	1	1
OG0003875	4	4
OG0003876	2	2
OG0003877	2	2
OG0003878	2	2
OG0003879	2	2
OG0003880	2	2
OG0003881	4	4
OG0003882	2	2
OG0003883	2	2
OG0003884	2	2
OG0003885	2	2
OG0003886	2	2
OG0003887	2	2
OG0003888	2	2
OG0003889	2	2
OG0003890	2	2
OG0003891	2	2
OG0003892	2	2
OG0003893	3	3
OG0003894	3	3
OG0003895	2	2
OG0003896	3	3
OG0003897	2	2
OG0003898	2	2
OG0003899	2	2
OG0003900	2	2
OG0003901	3	3
OG0003902	2	2
OG0003903	2	2
OG0003904	2	2
OG0003905	2	2
OG0003906	1	1
OG0003907	4	4
OG0003908	4	4
OG0003909	2	2
OG0003910	1	1
OG0003911	2	2
OG0003912	3	3
OG0003913	2	2
OG0003914	2	2
OG0003915	2	2
OG0003916	2	2
OG0003917	2	2
OG0003918	2	2
OG0003919	4	4
OG0003920	2	2
OG0003921	4	4
OG0003922	6	6
OG0003923	2	2
OG0003924	2	2
OG0003925	2	2
OG0003926	2	2
OG0003927	2	2
OG0003928	2	2
OG0003929	2	2
OG0003930	4	4
OG0003931	2	2
OG0003932	2	2
OG0003933	2	2
OG0003934	2	2
OG0003935	2	2
OG0003936	2	2
OG0003937	2	2
OG0003938	5	5
OG0003939	3	3
OG0003940	2	2
OG0003941	2	2
OG0003942	2	2
OG0003943	2	2
OG0003944	2	2
OG0003945	2	2
OG0003946	2	2
OG0003947	2	2
OG0003948	2	2
OG0003949	2	2
OG0003950	2	2
OG0003951	4	4
OG0003952	3	3
OG0003953	2	2
OG0003954	3	3
OG0003955	2	2
OG0003956	2	2
OG0003957	1	0
OG0003958	2	2
OG0003959	2	2
OG0003960	2	2
OG0003961	2	2
OG0003962	3	3
OG0003963	2	2
OG0003964	2	2
OG0003965	2	2
OG0003966	2	2
OG0003967	3	3
OG0003968	2	2
OG0003969	2	2
OG0003970	2	2
OG0003971	2	2
OG0003972	2	2
OG0003973	2	2
OG0003974	2	2
OG0003975	5	5
OG0003976	2	2
OG0003977	2	2
OG0003978	2	2
OG0003979	2	2
OG0003980	2	2
OG0003981	2	2
OG0003982	2	2
OG0003983	2	2
OG0003984	2	2
OG0003985	2	2
OG0003986	2	2
OG0003987	2	2
OG0003988	3	3
OG0003989	2	2
OG0003990	2	2
OG0003991	2	2
OG0003992	2	2
OG0003993	2	2
OG0003994	2	2
OG0003995	2	2
OG0003996	2	2
OG0003997	2	2
OG0003998	2	2
OG0003999	2	1
OG0004000	2	2
OG0004001	3	3
OG0004002	2	2
OG0004003	2	2
OG0004004	4	4
OG0004005	3	3
OG0004006	2	2
OG0004007	2	2
OG0004008	2	1
OG0004009	2	2
OG0004010	2	2
OG0004011	2	2
OG0004012	2	2
OG0004013	2	2
OG0004014	2	2
OG0004015	2	2
OG0004016	2	2
OG0004017	3	3
OG0004018	2	2
OG0004019	2	2
OG0004020	2	2
OG0004021	2	2
OG0004022	2	2
OG0004023	2	2
OG0004024	1	0
OG0004025	5	5
OG0004026	3	3
OG0004027	3	3
OG0004028	2	2
OG0004029	3	1
OG0004030	2	2
OG0004031	2	2
OG0004032	3	3
OG0004033	2	2
OG0004034	2	2
OG0004035	2	2
OG0004036	3	3
OG0004037	2	2
OG0004038	3	3
OG0004039	1	1
OG0004040	2	2
OG0004041	2	2
OG0004042	2	2
OG0004043	1	1
OG0004044	5	5
OG0004045	2	2
OG0004046	2	2
OG0004047	2	2
OG0004048	2	2
OG0004049	3	3
OG0004050	2	2
OG0004051	2	2
OG0004052	3	3
OG0004053	2	2
OG0004054	1	1
OG0004055	1	0
OG0004056	2	2
OG0004057	3	3
OG0004058	2	2
OG0004059	2	2
OG0004060	2	2
OG0004061	2	2
OG0004062	2	2
OG0004063	2	2
OG0004064	2	2
OG0004065	2	2
OG0004066	2	2
OG0004067	2	2
OG0004068	2	2
OG0004069	2	2
OG0004070	2	2
OG0004071	2	2
OG0004072	2	1
OG0004073	4	4
OG0004074	2	2
OG0004075	3	3
OG0004076	1	1
OG0004077	2	2
OG0004078	1	1
OG0004079	2	2
OG0004080	2	2
OG0004081	2	2
OG0004082	2	2
OG0004083	3	3
OG0004084	2	2
OG0004085	2	2
OG0004086	2	2
OG0004087	2	2
OG0004088	2	2
OG0004089	2	2
OG0004090	3	3
OG0004091	2	2
OG0004092	3	3
OG0004093	2	2
OG0004094	2	2
OG0004095	2	1
OG0004096	2	2
OG0004097	2	2
OG0004098	2	2
OG0004099	2	2
OG0004100	1	0
OG0004101	2	2
OG0004102	2	2
OG0004103	2	2
OG0004104	6	6
OG0004105	3	3
OG0004106	3	3
OG0004107	2	2
OG0004108	2	2
OG0004109	2	2
OG0004110	1	1
OG0004111	3	3
OG0004112	2	2
OG0004113	2	2
OG0004114	2	2
OG0004115	2	2
OG0004116	2	2
OG0004117	2	2
OG0004118	2	2
OG0004119	2	2
OG0004120	2	2
OG0004121	2	2
OG0004122	2	2
OG0004123	2	2
OG0004124	2	2
OG0004125	3	3
OG0004126	2	2
OG0004127	2	2
OG0004128	1	1
OG0004129	2	2
OG0004130	2	2
OG0004131	3	3
OG0004132	3	3
OG0004133	2	2
OG0004134	3	3
OG0004135	2	2
OG0004136	2	2
OG0004137	2	2
OG0004138	2	2
OG0004139	3	3
OG0004140	3	3
OG0004141	2	2
OG0004142	2	2
OG0004143	2	2
OG0004144	2	2
OG0004145	3	3
OG0004146	2	2
OG0004147	2	2
OG0004148	2	1
OG0004149	2	2
OG0004150	2	2
OG0004151	2	2
OG0004152	2	2
OG0004153	2	2
OG0004154	2	2
OG0004155	2	2
OG0004156	2	2
OG0004157	2	2
OG0004158	2	2
OG0004159	2	2
OG0004160	2	2
OG0004161	1	1
OG0004162	2	2
OG0004163	2	2
OG0004164	2	2
OG0004165	2	2
OG0004166	2	1
OG0004167	4	4
OG0004168	2	2
OG0004169	2	2
OG0004170	2	2
OG0004171	2	2
OG0004172	2	2
OG0004173	3	3
OG0004174	2	2
OG0004175	5	5
OG0004176	2	2
OG0004177	2	1
OG0004178	2	0
OG0004179	2	2
OG0004180	2	2
OG0004181	2	2
OG0004182	2	2
